ID	Title	Short name	Biological organization
647	Decreased steroidogenesis, Decreased Activity of Steroidogenic Enzymes in Adult Leydig cells	Decreased steroidogenesis, Decreased Activity of Steroidogenic Enzymes in Adult Leydig cell	Cellular
648	Decreased steroidogenesis, Increased Apoptosis of Adult Leydig Cells	Decreased steroidogenesis, Increased Apoptosis of Adult Leydig Cells	Tissue
649	Decreased steroidogenesis, Alterations in the Leydig Cell Cytoskeleton	Decreased steroidogenesis, Alterations in the Leydig Cell Cytoskeleton	Tissue
650	Stimulation of adult Leydig cells via the Adrenal Corticosterone, Increased Glucocorticoid	Stimulation of adult Leydig cells via the Adrenal Corticosterone, Increased Glucocorticoid	Molecular
651	Glucocorticoid Receptor mediated alterations in steriodogenic enzymes, Decreased testosterone by adult Leydig cells	Glucocorticoid Receptor mediated alterations in steriodogenic enzymes, Decreased testostero	Cellular
652	Direct effects of Corticosterone on steroidogenesis, Decreased testosterone by adult Leydig cells	Direct effects of Corticosterone on steroidogenesis, Decreased testosterone by adult Leydig	Cellular
653	Decreased testosterone by the fetal Leydig cells, Increased corticosterone	Decreased testosterone by the fetal Leydig cells, Increased corticosterone	Cellular
654	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid recept	Cellular
655	Decreased testosterone by the fetal Leydig cells, Increased COUP-TFII in fetal Leydig cells	Decreased testosterone by the fetal Leydig cells, Increased COUP-TFII in fetal Leydig cells	Cellular
656	Decreased number and function of adult Leydig cells, Decreased COUP-TFII stem Leydig cells	Decreased number and function of adult Leydig cells, Decreased COUP-TFII stem Leydig cells	Cellular
657	Decreased testosterone by the fetal Leydig cells, Dysgenesis of fetal Leydig cells	Decreased testosterone by the fetal Leydig cells, Dysgenesis of fetal Leydig cells	Organ
658	Decreased testosterone by the fetal Leydig cells, Increased estradiol	Decreased testosterone by the fetal Leydig cells, Increased estradiol	Cellular
659	Decreased testosterone by the fetal Leydig cells, Activation by other estradiol agonists	Decreased testosterone by the fetal Leydig cells, Activation by other estradiol agonists	Cellular
660	decreased testosterone by fetal Leydig cells, Dysgenesis of fetal Leydig cells	decreased testosterone by fetal Leydig cells, Dysgenesis of fetal Leydig cells	Organ
661	Decreased testosterone by the fetal Leydig cells, Alterations in the fetal testis proteome	Decreased testosterone by the fetal Leydig cells, Alterations in the fetal testis proteome	Molecular
662	Decreased testosterone by the fetal Leydig cells, Hypermethylation in the fetal testis	Decreased testosterone by the fetal Leydig cells, Hypermethylation in the fetal testis	Molecular
663	Desensitization, Nicotinic acetylcholine receptor	Desensitization, Nicotinic acetylcholine receptor	Molecular
664	Overwhelmed, Mitochondrial DNA repair mechanisms	Overwhelmed, Mitochondrial DNA repair mechanisms	Cellular
667	Binding at picrotoxin site, iGABAR chloride channel	Binding at picrotoxin site, iGABAR chloride channel	Molecular
669	Reduction, Neuronal synaptic inhibition	Reduction, Neuronal synaptic inhibition	Cellular
671	Reduced, Prostaglandin F2alpha concentration, plasma 	Reduced, Prostaglandin F2alpha concentration, plasma	Individual
672	Reduced, Prostaglandin F2alpha synthesis, ovary 	Reduced, Prostaglandin F2alpha synthesis, ovary	Organ
673	Reduced, Spawning behavior	Reduced, Spawning behavior	Individual
674	Reduced, Ability to attract spawning mates	Reduced, Ability to attract spawning mates	Individual
675	Reduced, Reproductive Success	Reduced, Reproductive Success	Individual
678	Reduced, Pheromone release	Reduced, Pheromone release	Individual
679	Decline, Population trajectory	Decline, Population trajectory	Population
681	Decreased, Prostaglandin F2alpha synthesis, ovary 	Decreased, Prostaglandin F2alpha synthesis, ovary	Organ
682	Generation, Amplified excitatory postsynaptic potential (EPSP)	Generation, Amplified excitatory postsynaptic potential (EPSP)	Cellular
685	Reduced, Prostaglandins, ovary	Reduced, Prostaglandins, ovary	Organ
686	Declining, Population trajectory	Declining, Population trajectory	Population
687	Reduced, Prostaglandin E2 concentration, hypothalamus	Reduced, Prostaglandin E2 concentration, hypothalamus	Tissue
689	Reduced, Gonadotropin releasing hormone, hypothalamus	Reduced, Gonadotropin releasing hormone, hypothalamus	Tissue
690	Reduced, Luteinizing hormone (LH), plasma 	Reduced, Luteinizing hormone (LH), plasma	Tissue
691	Reduced, Maturation inducing steroid, plasma	Reduced, Maturation inducing steroid, plasma	Tissue
692	Reduced, Maturation inducing steroid receptor signalling, oocyte	Reduced, Maturation inducing steroid receptor signalling, oocyte	Tissue
693	Increased, cyclic adenosine monophosphate	Increased, cyclic adenosine monophosphate	Tissue
694	Reduced, Meiotic prophase I/metaphase I transition, oocyte	Reduced, Meiotic prophase I/metaphase I transition, oocyte	Cellular
695	Upregulated, Spindle assembly checkpoint protein Mad2-oocyte	Upregulated, Spindle assembly checkpoint protein Mad2-oocyte	Molecular
696	Increased, Chromosome misseggregation	Increased, Chromosome misseggregation	Cellular
697	impaired, ion channels	impaired, ion channels	Cellular
698	Altered, Action Potential	Altered, Action Potential	Cellular
699	Increased, cardiac arrthymia	Increased, cardiac arrthymia	Organ
708	Increased, Accumulation of alpha2u microglobulin (proximal tubular epithelium)	Increased, Accumulation of alpha2u microglobulin (proximal tubular epithelium)	Tissue
709	Increase, Cytotoxicity (renal tubular cell)	Increase, Cytotoxicity (renal tubular cell)	Cellular
710	Increase, Regenerative cell proliferation (tubular epithelial cells)	Increase, Regenerative cell proliferation (tubular epithelial cells)	Cellular
713	Increase, Adenomas/carcinomas (renal tubular)	Increase, Adenomas/carcinomas (renal tubular)	Tissue
714	Increased, Binding of chemicals to 2u (serum)	Increased, Binding of chemicals to 2u (serum)	Molecular
715	Activation, Constitutive androstane receptor	Activation, Constitutive androstane receptor	Molecular
716	Increase, Mitogenic cell proliferation (hepatocytes)	Increase, Mitogenic cell proliferation (hepatocytes)	Cellular
718	Binding, Tubulin	Binding, Tubulin	Molecular
719	Increase, Adenomas/carcinomas (hepatocellular)	Increase, Adenomas/carcinomas (hepatocellular)	Tissue
720	Depolymerization, Microtubule	Depolymerization, Microtubule	Molecular
721	Disorganization, Spindle	Disorganization, Spindle	Cellular
723	Altered, Chromosome number	Altered, Chromosome number	Cellular
724	Inhibition, Pyruvate dehydrogenase kinase (PDK) enzyme	Inhibition, Pyruvate dehydrogenase kinase (PDK) enzyme	Cellular
726	Increased, Induction of pyruvate dehydrogenase (PDH)	Increased, Induction of pyruvate dehydrogenase (PDH)	Molecular
728	Increase, Aneuploid offspring	Increase, Aneuploid offspring	Individual
733	Increase, Necrosis (terminal bronchiolar cells)	Increase, Necrosis (terminal bronchiolar cells)	Cellular
734	Increase, Regenerative cell proliferation (terminal bronchiolar epithelial cells)	Increase, Regenerative cell proliferation (terminal bronchiolar epithelial cells)	Cellular
735	Increase, Hyperplasia (terminal bronchiolar cells)	Increase, Hyperplasia (terminal bronchiolar cells)	Cellular
736	Increase, Adenomas/carcinomas (bronchioloalveolar)	Increase, Adenomas/carcinomas (bronchioloalveolar)	Tissue
737	Decreased, Uptake of inorganic iodide	Decreased, Uptake of inorganic iodide	Cellular
739	Increase, Hypertrophy and proliferation (follicular cell)	Increase, Hypertrophy and proliferation (follicular cell)	Cellular
740	Increase, Hyperplasia (follicular cells)	Increase, Hyperplasia (follicular cells)	Cellular
741	Increase, Adenomas/carcinomas (follicular cell)	Increase, Adenomas/carcinomas (follicular cell)	Tissue
742	Decreased, Androgen receptor activity	Decreased, Androgen receptor activity	Molecular
743	Decreased, Testosterone binding to androgen receptor (hypothalamus)	Decreased, Testosterone binding to androgen receptor (hypothalamus)	Molecular
744	Increase, Hyperplasia (Leydig cells)	Increase, Hyperplasia (Leydig cells)	Cellular
745	Increase, Leydig cell tumors	Increase, Leydig cell tumors	Cellular
746	Increase, Dopaminergic activity	Increase, Dopaminergic activity	Cellular
747	Decreased, Prolactin	Decreased, Prolactin	Tissue
748	Increased, Estrogen receptor (ER) activity	Increased, Estrogen receptor (ER) activity	Molecular
749	Decreased, Progesterone from corpus luteum	Decreased, Progesterone from corpus luteum	Tissue
752	Altered, Meiotic chromosome dynamics	Altered, Meiotic chromosome dynamics	Cellular
753	Increase, Thyroid-stimulating hormone (TSH)	Increase, Thyroid-stimulating hormone (TSH)	Tissue
754	Increased, Luteinizing hormone (LH) 	Increased, Luteinizing hormone (LH)	Tissue
756	Hippocampal gene expression, Altered 	Hippocampal gene expression, Altered	Tissue
757	Hippocampal anatomy, Altered 	Hippocampal anatomy, Altered	Tissue
758	Hippocampal Physiology, Altered	Hippocampal Physiology, Altered	Tissue
759	Increased, Kidney Failure	Increased, Kidney Failure	Individual
760	Activation, Glutamate-gated chloride channel	Activation, Glutamate-gated chloride channel	Molecular
761	Increased, Chloride conductance	Increased, Chloride conductance	Cellular
762	Activation, ionotropic GABA Receptor chloride channel	Activation, ionotropic GABA Receptor chloride channel	Molecular
763	hyperpolarisation, neuron	hyperpolarisation, neuron	Cellular
764	N/A, Ataxia, paralysis, or hyperactivity	N/A, Ataxia, paralysis, or hyperactivity	Organ
765	Decreased, population 1	Decreased, population 1	Population
766	Inhibition, 4-hydroxyphenyl-pyruvate dioxygenase (HPPD) enzyme	Inhibition, 4-hydroxyphenyl-pyruvate dioxygenase (HPPD) enzyme	Molecular
767	Increase, Hyperplasia (renal tubular cells)	Increase, Hyperplasia (renal tubular cells)	Cellular
768	Increase, Cytotoxicity	Increase, Cytotoxicity	Cellular
769	Increase, Oxidative metabolism	Increase, Oxidative metabolism	Cellular
770	Increase, Cytotoxicity (club cells)	Increase, Cytotoxicity (club cells)	Cellular
771	Decrease, Serum thyroid hormone (T4/T3)	Decrease, Serum thyroid hormone (T4/T3)	Tissue
772	Increase, Hyperplasia (glandular epithelial cells of endometrium)	Increase, Hyperplasia (glandular epithelial cells of endometrium)	Cellular
773	Increase, Endometrial adenocarcinomas	Increase, Endometrial adenocarcinomas	Tissue
774	Increase, Preneoplastic foci (hepatocytes)	Increase, Preneoplastic foci (hepatocytes)	Cellular
775	Increased, Plasma tyrosine	Increased, Plasma tyrosine	Tissue
776	Increase, Cytotoxicity (corneal cells)	Increase, Cytotoxicity (corneal cells)	Cellular
777	Increase, Inflammation (corneal cells)	Increase, Inflammation (corneal cells)	Cellular
778	Increase, Regenerative cell proliferation (corneal cells)	Increase, Regenerative cell proliferation (corneal cells)	Cellular
779	Increase, Papillomas/carcinomas (squamous cells)	Increase, Papillomas/carcinomas (squamous cells)	Cellular
780	Increase, Cytotoxicity (epithelial cells)	Increase, Cytotoxicity (epithelial cells)	Cellular
781	Increase, Regenerative cell proliferation (forestomach epithelial cells)	Increase, Regenerative cell proliferation (forestomach epithelial cells)	Cellular
782	Increase, Hyperplasia (forestomach epithelial cells)	Increase, Hyperplasia (forestomach epithelial cells)	Cellular
783	Increase, Cytotoxicity (tubular epithelial cells)	Increase, Cytotoxicity (tubular epithelial cells)	Cellular
784	Increase, Hyperplasia (tubular epithelial cells)	Increase, Hyperplasia (tubular epithelial cells)	Cellular
785	Activation, Androgen receptor	Activation, Androgen receptor	Molecular
786	Increase, Cytotoxicity (hepatocytes)	Increase, Cytotoxicity (hepatocytes)	Cellular
787	Increase, Regenerative cell proliferation (hepatocytes)	Increase, Regenerative cell proliferation (hepatocytes)	Cellular
788	Decrease, Incorporation of active iodide into iodotyrosines	Decrease, Incorporation of active iodide into iodotyrosines	Cellular
790	Inhibition, 5_-reductase activity	Inhibition, 5_-reductase activity	Cellular
791	Increased, Leutinizing hormone (LH)	Increased, Leutinizing hormone (LH)	Tissue
792	Decrease, Bioactivation of testosterone	Decrease, Bioactivation of testosterone	Tissue
793	Increase, Urinary bladder calculi	Increase, Urinary bladder calculi	Organ
794	Increase, Cytotoxicity (urothelial cells)	Increase, Cytotoxicity (urothelial cells)	Cellular
795	Increase, Regenerative cell proliferation (urothelial cells)	Increase, Regenerative cell proliferation (urothelial cells)	Cellular
796	Increase, Hyperplasia (urothelial)	Increase, Hyperplasia (urothelial)	Cellular
797	Increase, Adenomas/carcinomas (urothelial)	Increase, Adenomas/carcinomas (urothelial)	Tissue
798	Inhibition, Prolyl hydroxylases	Inhibition, Prolyl hydroxylases	Cellular
799	Increased, HIF-1 heterodimer	Increased, HIF-1 heterodimer	Cellular
800	Decreased, Aromatase (Cyp19a1) mRNA	Decreased, Aromatase (Cyp19a1) mRNA	Cellular
801	modulation, Unknown	modulation, Unknown	Molecular
802	Increased, HIF-1 alpha transcription	Increased, HIF-1 alpha transcription	Cellular
804	Inhibition, HMG-CoA reductase	Inhibition, HMG-CoA reductase	Cellular
805	Decreased, mevalonate	Decreased, mevalonate	Cellular
807	Decreased, cholesterol	Decreased, cholesterol	Cellular
808	Decreased, Testosterone	Decreased, Testosterone	Individual
809	malformed, Male reproductive tract	malformed, Male reproductive tract	Individual
813	Increased, Serum creatinine	Increased, Serum creatinine	Organ
814	Occurrence, Kidney toxicity	Occurrence, Kidney toxicity	Organ
818	Occurrence, Cytoplasmic vacuolization (Renal tubule)	Occurrence, Cytoplasmic vacuolization (Renal tubule)	Organ
819	Decreased, Glomerular filtration	Decreased, Glomerular filtration	Tissue
820	Decreased, Renal plasma flow	Decreased, Renal plasma flow	Tissue
821	Decreased, Sodium reabsorption	Decreased, Sodium reabsorption	Organ
823	Occurrence, Cystic dilatation (renal tubule)	Occurrence, Cystic dilatation (renal tubule)	Organ
824	Occurrence, Cytoplasmic vacuolization (podocyte)	Occurrence, Cytoplasmic vacuolization (podocyte)	Organ
825	Decreased, Renal ability to dilute urine	Decreased, Renal ability to dilute urine	Organ
826	Activation, Keratinocytes	Activation, Keratinocytes	Cellular
827	sensitisation, skin	sensitisation, skin	Organ
828	Inhibition, Phospholipase A	Inhibition, Phospholipase A	Molecular
829	Damage, Lipid bilayer	Damage, Lipid bilayer	Cellular
831	Disturbance, Lysosomal function	Disturbance, Lysosomal function	Cellular
832	Injury, Mitochondria	Injury, Mitochondria	Cellular
833	Occurrence, Cytoplasmic vacuolization (hepatocyte)	Occurrence, Cytoplasmic vacuolization (hepatocyte)	Cellular
835	Occurrence, Ballooning degeneration (hepatocyte)	Occurrence, Ballooning degeneration (hepatocyte)	Cellular
836	Occurrence, Cytoplasmic vacuolization (Bile duct cell)	Occurrence, Cytoplasmic vacuolization (Bile duct cell)	Cellular
837	Occurrence, Cytoplasmic vacuolization (kupffer cell)	Occurrence, Cytoplasmic vacuolization (kupffer cell)	Cellular
838	Induction, Microvesicular fat	Induction, Microvesicular fat	Tissue
839	Formation, Mallory body	Formation, Mallory body	Cellular
840	Formation, Liver fibrosis	Formation, Liver fibrosis	Tissue
844	Oxidation, Uroporphyrinogen	Oxidation, Uroporphyrinogen	Cellular
845	Inhibition, UROD	Inhibition, UROD	Molecular
846	Accumulation, Highly carboxylated porphyrins	Accumulation, Highly carboxylated porphyrins	Organ
848	Decreased, Binding of NE to NE receptors on GnRH neurons	Decreased, Binding of NE to NE receptors on GnRH neurons	Cellular
849	Inhibition, Antgonism of NE receptor	Inhibition, Antgonism of NE receptor	Molecular
850	Induction, CYP1A2/CYP1A5	Induction, CYP1A2/CYP1A5	Molecular
851	Decrease of GABAergic interneurons	GABAergic interneurons, Decreased	Cellular
853	Changes/Inhibition, Cellular Homeostasis and Apoptosis	Changes/Inhibition, Cellular Homeostasis and Apoptosis	Cellular
854	Alterations, Cellular proliferation / hyperplasia	Alterations, Cellular proliferation / hyperplasia	Tissue
856	Formation, Hepatocellular and Bile duct tumors	Formation, Hepatocellular and Bile duct tumors	Organ
857	Binding as antagonist, Antagonist binding to PPARalpha ligand binding domain	Binding as antagonist, Antagonist binding to PPARalpha ligand binding domain	Molecular
858	Decreased, PPARalpha transactivation of gene expression	Decreased, PPARalpha transactivation of gene expression	Molecular
859	Decreased, Peroxisomal Fatty Acid Beta Oxidation of Fatty Acids	Decreased, Peroxisomal Fatty Acid Beta Oxidation of Fatty Acids	Molecular
860	Decreased, Mitochondrial Fatty Acid Beta Oxidation	Decreased, Mitochondrial Fatty Acid Beta Oxidation	Molecular
861	Decreased, Ketogenesis (production of ketone bodies)	Decreased, Ketogenesis (production of ketone bodies)	Cellular
862	Not Increased, Circulating Ketone Bodies	Not Increased, Circulating Ketone Bodies	Tissue
863	Increased, Catabolism of Muscle Protein	Increased, Catabolism of Muscle Protein	Organ
864	Decreased, Body Weight	Decreased, Body Weight	Individual
867	Decrease, Intracellular pH	Decrease, Intracellular pH	Cellular
868	Increase, Tissue Degeneration, Necrosis & Atrophy 	Increase, Tissue Degeneration, Necrosis & Atrophy	Tissue
869	Increase, Respiratory or Squamous Metaplasia	Increase, Respiratory or Squamous Metaplasia	Tissue
870	Increase, Cell Proliferation	Increase, Cell Proliferation	Cellular
872	Increase, Site of Contact Nasal Tumors	Increase, Site of Contact Nasal Tumors	Organ
875	Binding of agonist, Ionotropic glutamate receptors	Binding of agonist, Ionotropic glutamate receptors	Molecular
876	Increase, Mutations in Critical Genes	Increase, Mutations in Critical Genes	Molecular
877	Inhibition, organic anion transporter 1 (OAT1)	Inhibition, organic anion transporter 1 (OAT1)	Molecular
878	Inhibition, SREBP1c	Inhibition, SREBP1c	Molecular
879	Activation, MTTP	Activation, MTTP	Cellular
880	Increased, ApoB100	Increased, ApoB100	Tissue
881	Increased, Triglyceride	Increased, Triglyceride	Cellular
885	Increase, Cancer	Increase, Cancer	Tissue
887	Inhibition, NADH-ubiquinone oxidoreductase (complex I)	Inhibition, NADH-ubiquinone oxidoreductase (complex I)	Cellular
888	Binding of inhibitor, NADH-ubiquinone oxidoreductase (complex I)	Binding of inhibitor, NADH-ubiquinone oxidoreductase (complex I)	Molecular
889	Impaired, Proteostasis	Impaired, Proteostasis	Cellular
890	Degeneration of dopaminergic neurons of the nigrostriatal pathway	Degeneration of dopaminergic neurons of the nigrostriatal pathway	Organ
896	Parkinsonian motor deficits	Parkinsonian motor deficits	Individual
898	Disruption, Lysosome	Disruption, Lysosome	Cellular
901	Infiltration, Inflammatory cells	Infiltration, Inflammatory cells	Tissue
902	Inflammation, Liver	Inflammation, Liver	Organ
907	Infiltration, Inflammatory cytokines	Infiltration, Inflammatory cytokines	
913	Activation, Epidermal Growth Factor Receptor	Activation, Epidermal Growth Factor Receptor	
914	Decrease, Apoptosis of ciliated epithelial cells	Decrease, Apoptosis of ciliated epithelial cells	Cellular
919	Occurrence, Transdifferentiation of ciliated epithelial cells	Occurrence, Transdifferentiation of ciliated epithelial cells	Cellular
920	Occurrence, Metaplasia of goblet cells	Occurrence, Metaplasia of goblet cells	Tissue
921	Occurrence, Hyperplasia of goblet cells	Goblet cell hyperplasia	Tissue
923	Increase, Proliferation of goblet cells	Increase, Proliferation of goblet cells	Cellular
924	Activation, SP1	Activation, SP1	Molecular
926	Oxidation, Glutathione	Oxidation, Glutathione	Molecular
927	S-Glutathionylation, eNOS	S-Glutathionylation, eNOS	Molecular
932	Uncoupling, eNOS	Uncoupling, eNOS	Cellular
933	Depletion, Nitric Oxide	Depletion, Nitric Oxide	Cellular
934	Decrease, Tetrahydrobiopterin	Decrease, Tetrahydrobiopterin	Cellular
935	Decrease, GTPCH-1	Decrease, GTPCH-1	Cellular
937	impaired, Vasodilation	impaired, Vasodilation	Organ
941	Activation, EGFR	Activation, EGFR	Molecular
943	Hypersecretion, Mucus	Hypersecretion, Mucus	Organ
944	dimerization, AHR/ARNT	dimerization, AHR/ARNT	Molecular
945	reduced dimerization, ARNT/HIF1-alpha	reduced dimerization, ARNT/HIF1-alpha	Molecular
947	Increase, Embryolethality	Increase, Embryolethality	Individual
948	reduced production, VEGF	reduced production, VEGF	Cellular
951	Increase, Vascular Resistance	Increase, Vascular Resistance	Organ
952	Hypertension	Hypertension	Individual
957	Binding, Transthyretin in serum	Binding, Transthyretin in serum	Molecular
958	Displacement, Serum thyroxine (T4) from transthyretin	Displacement, Serum thyroxine (T4) from transthyretin	Molecular
959	Increased, Free serum thyroxine (T4)	Increased, Free serum thyroxine (T4)	Tissue
960	Increased, Uptake of thyroxine into tissue	Increased, Uptake of thyroxine into tissue	Cellular
961	Increased, Clearance of thyroxine from tissues	Increased, Clearance of thyroxine from tissues	Tissue
962	Increase, Mucin production	Increase, Mucin production	Cellular
964	Inhibition of Aromatase Enzyme, Chemical exposure during critical window of estrous cycle between diestrus 2 and proestrus inhibits aromatase conversion of testosterone to estradiol	Inhibition of Aromatase Enzyme, Chemical exposure during critical window of estrous cycle b	Molecular
965	reduction in ovarian granulosa cells synthesis of estradiol, Reduced steroidogenic production of estradiol in granulosa cells	reduction in ovarian granulosa cells synthesis of estradiol, Reduced steroidogenic producti	Cellular
966	Reduced Estradiol in Circulation, Reduced steroidogenic production of estradiol in granulosa cells leading to decreased estradiol in circulation	Reduced Estradiol in Circulation, Reduced steroidogenic production of estradiol in granulos	Tissue
967	Decreased positive estrogenic feedback on hypothalamus, Reduced estradiol in circulation decreases estrogen concentration at hypothalamus	Decreased positive estrogenic feedback on hypothalamus, Reduced estradiol in circulation de	Organ
968	Decreased Kisspeptin release from neurons in AVPV, Decreased hypothalamic estrogen reduces kisspeptinergic neuron response 	Decreased Kisspeptin release from neurons in AVPV, Decreased hypothalamic estrogen reduces	Cellular
969	Decreased GnRH Release, Decreased Kisspeptin stimulation of GnRH neurons 	Decreased GnRH Release, Decreased Kisspeptin stimulation of GnRH neurons	Cellular
970	Decreased LH release from Anterior Pituitary, Decreased GnRH stimulation of Anterior Pituitary Gonadotrophs	Decreased LH release from Anterior Pituitary, Decreased GnRH stimulation of Anterior Pituit	Cellular
971	Ovulation of oocytes Reduced, Delayed, or Blocked, Decrease or delay in LH surge required for ovulation 	Ovulation of oocytes Reduced, Delayed, or Blocked, Decrease or delay in LH surge required f	Individual
972	Decreased fertility, Reduced number of oocytes ovulated 	Decreased fertility, Reduced number of oocytes ovulated	Individual
973	Decrease, Akt/eNOS activity	Decrease, Akt/eNOS activity	Cellular
974	The binding of FK506 with FKBP12, 	The binding of FK506 with FKBP12,	
975	The binding of FK506 with FKBP12, The binding of FK506 with FKBP12	The binding of FK506 with FKBP12, The binding of FK506 with FKBP12	
976	Formation, The binding of FK506 with FKBP12	Formation, The binding of FK506 with FKBP12	Molecular
977	Binding, Binding of calcineurin with FK506-FKBP complexes	Binding, Binding of calcineurin with FK506-FKBP complexes	
978	Activation, Suppression of NFAT activation and hindrance of nuclear localization	Activation, Suppression of NFAT activation and hindrance of nuclear localization	Molecular
979	Interference, nuclear localization of NFAT	Interference, nuclear localization of NFAT	Molecular
980	Inhibition, Calcineurin Activity	Inhibition, Calcineurin Activity	Molecular
981	Reduction, NFAT complex formation	Reduction, NFAT complex formation	Cellular
982	Suppression, Suppression in mixed lymphocyte reaction (MLR)	Suppression, Suppression in mixed lymphocyte reaction (MLR)	Cellular
983	Suppression, Suppression of T-cell dependent antibody response (TDAR) 	Suppression, Suppression of T-cell dependent antibody response (TDAR)	Cellular
984	Impairment, T-cell dependent antibody response	Impairment, T-cell dependent antibody response	Individual
985	Relief, Relief of atopic dermatitis	Relief, Relief of atopic dermatitis	Individual
986	Increase, Increased susceptibility to infection	Increase, Increased susceptibility to infection	Individual
987	, Metaplasia of goblet cells	, Metaplasia of goblet cells	
988	Reduction, Release of circulating ecdysis triggering hormone	Reduction, Release of circulating ETH	Tissue
989	Decreased, synthesis and secretion of molting fluid proteases	Decreased, synthesis and secretion of molting fluid proteases	
990	Induction, Incomplete ecdysis	Induction, Incomplete ecdysis	Individual
991	Increased, Alterations of food-web structures	Increased, Alterations of food-web structures	
992	Decreased, Population 2	Decreased, Population 2	
993	Reduction, Abdominal muscle contraction	Reduction, Abdominal muscle contraction	Tissue
994	Decreased, Synthesis of molting fluid proteases	Decreased, Synthesis of molting fluid proteases	Tissue
995	Alterations, Food-web structures	Alterations, Food-web structures	Population
996	Decreased, Digestion of old cuticle	Decreased, Digestion of old cuticle	Organ
997	Decreased, Population size	Decreased, Population size	Population
998	Binding of antagonist, PPAR alpha	Binding of antagonist, PPAR alpha	Molecular
999	stabilization, co-repressor	stabilization, co-repressor	
1000	stabilization, PPAR alpha co-repressor	stabilization, PPAR alpha co-repressor	Molecular
1001	Increased, Developmental Defects	Increased, Developmental Defects	Molecular
1002	Inhibition, Deiodinase 2	Inhibition, Deiodinase 2	Molecular
1003	Decreased, Triiodothyronine (T3) in serum	Decreased, Triiodothyronine (T3) in serum	Cellular
1004	Reduced, Posterior swim bladder inflation	Reduced, Posterior swim bladder inflation	Organ
1005	Reduced, Swimming performance	Reduced, Swimming performance	Individual
1006	Reduced, Young of year survival	Reduced, Young of year survival	Individual
1007	Reduced, Anterior swim bladder inflation	Reduced, Anterior swim bladder inflation	Tissue
1008	Reduced, Hearing	Reduced, Hearing	Organ
1009	Inhibition, Deiodinase 1	Inhibition, Deiodinase 1	Molecular
1010	Activation, iGABAR chloride channel 	Activation, iGABAR chloride channel	
1011	Increased, Chloride influx	Increased, Chloride influx	
1012	Increased, Inhibitory postsynaptic potential	Increased, Inhibitory postsynaptic potential	Cellular
1013	Inhibition, Motor neuron activity	Inhibition, Motor neuron activity	
1014	Induction, Somatic muscle paralysis	Induction, Somatic muscle paralysis	Tissue
1015	Increased, Neuronal synaptic inhibition	Increased, Neuronal synaptic inhibition	Cellular
1016	Inhibition, Feeding	Inhibition, Feeding	Individual
1017	Reduced, Feeding 2	Reduced, Feeding 2	
1018	Activation, Glutamate-gated chloride channels	Activation, Glutamate-gated chloride channels	Molecular
1019	Induction, pharyngeal muscle paralysis	Induction, pharyngeal muscle paralysis	Tissue
1020	Increased, induction of UDPGT's in liver	Increased, induction of UDPGT's in liver	Cellular
1021	Increased, T4/T3 catabolism	Increased, T4/T3 catabolism	Cellular
1022	Decreased, serum T4/T3	Decreased, serum T4/T3	Tissue
1023	Increased, Thyroid-stimulating hormone (TSH)	Increased, Thyroid-stimulating hormone (TSH)	Tissue
1024	Increased, Hypertrophy and proliferation (follicular cell)	Increased, Hypertrophy and proliferation (follicular cell)	Cellular
1025	Increased, Hyperplasia (follicular cells)	Increased, Hyperplasia (follicular cells)	Tissue
1026	Increased Apoptosis, Adenomas/carcinomas (follicular cell)	Increased Apoptosis, Adenomas/carcinomas (follicular cell)	Tissue
1027	, Learning and memory, impairment	, Learning and memory, impairment	
1028	Activation of specific nuclear receptors, PPAR-gamma activation	Activation of specific nuclear receptors, PPAR-gamma activation	Molecular
1029	Increased, adipogenesis	Increased, adipogenesis	Cellular
1030	Increased, 	Increased,	
1031	Increased, release of growth factors	Increased, release of growth factors	
1032	Increased, secretion of local growth factors	Increased, secretion of local growth factors	Cellular
1033	Increased, proliferation of mesenchymal cells	Increased, proliferation of mesenchymal cells	Cellular
1034	Increased, IGF-1 (mouse)	Increased, IGF-1 (mouse)	Cellular
1035	Increased, Firbrosarcoma	Increased, Firbrosarcoma	Tissue
1036	Increased, liposarcoma	Increased, liposarcoma	Tissue
1037	Increased, hemagiosarcoma	Increased, hemagiosarcoma	Tissue
1038	Activation, beta-2 adrenergic receptor	Activation, beta-2 adrenergic receptor	Molecular
1039	Increased activity, beta-2 adrenergic receptor	Increased activity, beta-2 adrenergic receptor	Molecular
1040	relaxation, smooth muscle	relaxation, smooth muscle	Tissue
1041	Proliferation, smooth muscle	Proliferation, smooth muscle	
1042	Proliferation/Clonal Expansion, smooth muscle	Proliferation/Clonal Expansion, smooth muscle	Cellular
1043	Hypertrophy/hyperplasia, smooth muscle	Hypertrophy/hyperplasia, smooth muscle	Cellular
1044	Promotion, mesovarian leiomyomas	Promotion, mesovarian leiomyomas	Tissue
1045	Decreased, Ovarian E2	Decreased, Ovarian E2	Tissue
1046	Suppression, Estrogen receptor (ER) activity	Suppression, Estrogen receptor (ER) activity	Molecular
1047	Increased, secretion of GnRH from hypothalamus	Increased, secretion of GnRH from hypothalamus	Cellular
